feature_name,feature_importance
ent_p_1,0.0036665789902086774
ent_p_2,0.0036025827020603595
ent_p_3,0.004072942894039046
ent_p_4,0.005423394124939542
ent_p_5,0.0051201473825301
ent_p_6,0.0033102125385823583
ent_p_7,0.006405373048272368
ent_p_8,0.0021072007581085543
ent_p_9,0.0031222157110426725
ent_p_12,0.0012159658173281713
ent_q_diff_diffs_3_median,0.0016271907528108253
ent_p_13,0.0015305856475457352
ent_p_14,0.0010122236771086823
ent_p_15,0.001992275588913905
ent_p_16,0.002884321375121863
ent_p_17,0.004842243354320055
ent_p_18,0.008230890583502565
ent_p_19,0.01712540194844916
ent_p_diffs_1,0.0008286838708585934
ent_p_diffs_2,0.002080731148542708
ent_p_diffs_3,0.0021709054566729836
ent_q_diff_diffs_3_max,0.0009548924419996058
string_len_counts_98,0.011901583262058844
asm_md_loc,0.002135860356598408
ent_q_diff_diffs_1_min,0.019847336647937246
asm_opcodes_cmp,0.0026564413896770413
ent_q_diff_diffs_1_max-min,0.0008610821356304288
asm_opcodes_call,0.003883352789654055
ent_q_diff_diffs_2_mean,0.0018580603187309747
asm_md_filesize,0.004828014384700757
ent_q_diff_diffs_2_median,0.02949475813527631
ent_q_diff_diffs_2_max,0.0042228928017776675
ent_q_diff_diffs_2_min,0.02242498006471419
ent_q_diff_diffs_2_max-min,0.001414927445861405
ent_q_diff_block_3_0,0.002422828680145692
ent_p_diffs_11,0.001930499328905619
asm_opcodes_db,0.0038435322161000473
byte_Img1_40,0.0014372138704685058
byte_Img1_29,0.0007352503990357885
byte_Img1_31,0.0016442950928583998
byte_Img1_34,0.004144549668873996
byte_Img1_37,0.003199664746363429
byte_Img1_38,0.0044149999354137085
byte_Img1_39,0.0015699769676442738
byte_Img1_41,0.004739214205181703
byte_Img1_27,0.001069948150326926
byte_Img1_42,0.0010806609678174971
byte_Img1_43,0.0009550322630321012
byte_Img1_44,0.001443886770621107
byte_Img1_45,0.001885773484146289
byte_Img1_47,0.003133220317341615
byte_Img1_51,0.0047805866930434844
string_len_counts_2,0.006831620829385087
string_len_counts_4,0.00129096762484264
byte_Img1_28,0.0011658056362976355
byte_Img1_26,0.0023645472315523297
byte_Img1_0,0.0010629272280743285
byte_Img1_12,0.0038356883877051964
byte_Img1_1,0.005393522345590666
byte_Img1_2,0.0027522099414151457
byte_Img1_3,0.0009758791313111335
byte_Img1_4,0.00159995949201979
byte_Img1_5,0.001372844962298118
byte_Img1_6,0.0015052893963111468
byte_Img1_8,0.0021654691502807776
byte_Img1_11,0.0054123401120745925
byte_Img1_13,0.0015588331031426376
byte_Img1_25,0.002364014148200877
byte_Img1_14,0.0014897262275465823
byte_Img1_15,0.004436509611188441
string_len_counts_52,0.008863048853498949
byte_Img1_17,0.0013845445193394694
byte_Img1_19,0.0010530839763647532
byte_Img1_21,0.003754719008478933
byte_Img1_23,0.0011430694539678325
string_len_counts_5,0.0011411482274774217
asm_opcodes_jz,0.003836076994612595
asm_opcodes_near,0.004305783155288129
ent_q_diffs_max,0.007473924815506155
byte_1G_eb,0.006503077114476313
byte_1G_e8,0.0023268145896389184
ent_q_diff_diffs_10,0.002848639349515202
asm_opcodes_jnz,0.003842287300832287
ent_q_diff_diffs_11,0.002080260364588419
byte_1G_c7,0.0025986448371171163
asm_opcodes_jmp,0.002979133257749632
asm_opcodes_jge,0.0015786923111079751
ent_q_diffs_var,0.006177943377822813
byte_offset,0.016849787987480408
ent_q_diffs_0,0.0028709067312300785
asm_opcodes_retn,0.00227704161767082
ent_q_diffs_15,0.0023424722033609435
ent_q_diffs_16,0.002048298514475906
ent_q_diffs_19,0.006723870155737074
byte_1G_fc,0.004061441434585633
ent_q_diffs_18,0.002406557943803222
byte_1G_ff,0.0036821158188425486
byte_filesize,0.004198320213635165
asm_opcodes_test,0.004212280724568897
byte_1G_8b,0.0031242913477489624
byte_1G_89,0.0026829246646647652
byte_1G_85,0.0019660314611775255
ent_q_diff_diffs_1_mean,0.0013859138505846905
ent_q_diff_diffs_1_var,0.0013393328110841768
ent_q_diff_diffs_1_median,0.018353548923225053
asm_opcodes_endp,0.0017595806101191225
byte_1G_c3,0.007857920684787707
byte_1G_8d,0.0020513578577148936
byte_1G_c1,0.008610861856738969
ent_q_diff_block_1_0,0.0007241880916611821
ent_q_diff_diffs_0_median,0.0015659520612279288
ent_q_diff_diffs_0_mean,0.0010754299858003046
ent_q_diff_block_0_19,0.004235581800340571
ent_q_diff_block_0_18,0.0019462218343764062
ent_p_diffs_9,0.0025179562434580615
asm_regs_ebp,0.003722044947134119
asm_opcodes_pop,0.0019103485802438825
asm_opcodes_lea,0.005161982144801962
asm_opcodes_push,0.001573508222503171
asm_opcodes_dd,0.0013639588030162075
asm_symb_Plus,0.0015582089316230241
asm_opcodes_setz,0.006558213744303609
string_len_counts_43,0.006997633721122206
asm_regs_eax,0.0012768094770908732
byte_1G_00,0.004463468624886292
asm_symb_Bracket_Open,0.0010990181621325164
byte_1G_a2,0.007147591170689613
byte_1G_c0,0.0009334439261510886
ent_q_diffs_max-min,0.005207577905293478
ent_q_diff_diffs_2_var,0.0015680403448558458
byte_1G_33,0.005516750089046419
asm_opcodes_sub,0.002018968687242533
string_total_len,0.0024961235832946685
asm_opcodes_jnb,0.00657879743146195
asm_opcodes_jl,0.0010286718362970612
asm_regs_esi,0.0016817597554213948
string_len_counts_36,0.00596571241176633
asm_opcodes_mov,0.002044835084594013
ent_q_diff_block_3_19,0.0013316432180329248
byte_1G_01,0.0011155419667379836
asm_opcodes_dec,0.0015663374740005143
asm_opcodes_pushf,0.0015800437794588774
string_len_counts_6,0.0017317739906407943
asm_regs_ecx,0.0014942978884117139
ent_p_diffs_4,0.0031414730325133536
asm_opcodes_int,0.0018948902921236844
string_len_counts_0_100,0.0014660056716504055
string_len_counts_0_10,0.0017197450177319795
string_len_counts_26,0.002773943115548067
string_len_counts_13,0.0009782581385566686
asm_opcodes_add,0.0010425511997041502
string_len_counts_44,0.007433094778142215
asm_regs_esp,0.0014976235760246522
ent_p_diffs_7,0.002849466818477267
asm_opcodes_movzx,0.004824570102738
ent_p_diffs_17,0.002509862469174177
ent_p_diffs_18,0.002948892218473202
string_len_counts_10_30,0.001609711561158342
ent_q_diff_diffs_0_min,0.0014091832827327515
ent_p_diffs_6,0.0045591670874918395
ent_q_diff_diffs_0_max-min,0.0006938664804631238
asm_regs_edi,0.0013969571894714824
ent_p_diffs_8,0.003653748867463945
asm_symb_Bracket_Close,0.000702069381297795
ent_q_diff_diffs_0_var,0.0008833611765869377
asm_opcodes_fword,0.002304399782566571
asm_regs_ebx,0.002218360740116406
asm_regs_bl,0.001282544145789942
ent_q_diffs_min,0.008121933386349665
ent_p_diffs_0,0.0037772789786444617
ent_p_0,0.005619867906262602
ent_p_diffs_5,0.004201338448673989
ent_q_diff_diffs_3_max-min,0.0008775758757241956
string_len_counts_12,0.0016248410391717562
string_len_counts_9,0.0022329114428566534
string_len_counts_1,0.001836544623790001
byte_1G_12,0.003326554448532729
ent_p_diffs_19,0.0031370118616680298
byte_1G_11,0.0024786564279555127
ent_p_diffs_16,0.0011422665074515542
asm_opcodes_or,0.0010443000179472545
ent_q_diff_diffs_0_max,0.0028735944760825733
byte_1G_10,0.00325902614764699
ent_q_diff_diffs_3_min,0.0037696277067981792
asm_regs_cl,0.0010402812860886635
string_len_counts_30_60,0.0037352815246678435
byte_1G_03,0.00879938426429771
asm_opcodes_mul,0.003935619848886854
asm_opcodes_rep,0.005822227504312768
string_len_counts_16,0.001343107569003956
byte_1G_bb,0.0099753519276659
byte_1G_02,0.005752201611584308
byte_1G_08,0.002129738881429892
asm_opcodes_sbb,0.0008601077140964841
byte_1G_13,0.003726004513916674
byte_1G_ad,0.011317100295943204
byte_1G_b1,0.0046024011203487005
byte_1G_32,0.0014892157675810461
ent_p_diffs_10,0.0033974249406231354
byte_1G_0f,0.004912756285372377
byte_1G_bf,0.008690210156809309
asm_regs_ax,0.001584256081411453
asm_opcodes_neg,0.001832858438913812
byte_1G_a4,0.009581023014001828
asm_opcodes_inc,0.002582409819776934
byte_1G_d8,0.0034162368831377916
asm_opcodes_const,0.004748108406652168
byte_1G_cf,0.004564688363229758
ent_q_diffs_14,0.003083431047752226
byte_1G_dc,0.0037070849743779484
byte_1G_9a,0.006539092549007285
asm_opcodes_shr,0.003408949467994563
byte_1G_06,0.002503415558136144
byte_1G_d7,0.004773974214915291
byte_1G_45,0.006027306873356144
byte_1G_6a,0.002694326413993785
asm_opcodes_xchg,0.0015518304256619485
byte_1G_99,0.014411660991834874
byte_1G_aa,0.007988939787058532
byte_1G_cd,0.008208850832394204
byte_1G_e5,0.004761660549034266
byte_1G_b7,0.006259400306175634
byte_1G_91,0.0034210168540242895
byte_1G_ae,0.005651944736068675
byte_1G_9b,0.005216628521947713
byte_1G_ab,0.007571597441205479
byte_1G_2a,0.004911561552211155
byte_1G_8f,0.00248367904862553
byte_1G_97,0.006998597074931359
byte_1G_9f,0.007683591588796918
byte_1G_7b,0.0020912462993512575
asm_opcodes_ror,0.0013443465346696438
byte_1G_a9,0.010113885543923564
byte_1G_a3,0.002920834356443464
byte_1G_a7,0.008487422446744042
byte_1G_dd,0.003351868224513988
byte_1G_af,0.004105540451708742
byte_1G_b3,0.0032615502238877497
byte_1G_1e,0.006840808184472874
byte_1G_0b,0.0038701123124046393
byte_1G_17,0.0024694361120337254
asm_opcodes_shl,0.002643419448151212
byte_1G_0e,0.0035526572862271434
byte_1G_39,0.0015717358512012949
byte_1G_1f,0.0015362991586774055
byte_1G_d5,0.01088958022203275
byte_1G_3b,0.0011776820320614063
string_len_counts_150_250,0.007139332286053722
byte_1G_09,0.003984749687200784
byte_1G_1d,0.003612565407669416
asm_opcodes_rol,0.0014143051722140102
asm_symb_Star,0.0010364893581323398
byte_1G_1a,0.001403461613093446
byte_1G_26,0.002234210383420676
byte_1G_2e,0.0011258347986650226
byte_1G_34,0.0019389752115596401
byte_1G_3a,0.0023337095704128634
byte_1G_29,0.003449032418104533
byte_1G_77,0.004623372386422653
byte_1G_27,0.0010917475334620873
byte_1G_71,0.0034625195457083633
byte_1G_37,0.0022713762402603974
byte_1G_3e,0.0025172508330157206
asm_opcodes_not,0.003938447002855417
byte_1G_36,0.003060860710562252
